date,year,eventLabel,typeLabel,category,impact,source,event_id
1969-01-01,1969,Eleições presidenciais em Argentina,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2524
1977-01-01,1977,Revolução em Espanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2525
1936-01-01,1936,Pandemia de HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,2526
2007-01-01,2007,Incêndio florestal em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2527
2010-01-01,2010,Batalha de Tóquio (2010),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2528
2000-01-01,2000,Descoberta científica em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2529
2012-01-01,2012,Inflação alta em América do Norte,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2530
2022-01-01,2022,Inundação em Europa,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2531
1991-01-01,1991,Recessão econômica global,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2532
2011-01-01,2011,Invasão de Estados Unidos,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2533
2021-01-01,2021,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Baixo,Synthetic_Historical_Dataset,2534
2013-01-01,2013,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2535
2015-01-01,2015,Novo tratamento médico para Cardiovasculares,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2536
1984-01-01,1984,Movimento social em Brasil,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2537
2024-01-01,2024,Cometa Evento_2537 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2538
1982-01-01,1982,Pandemia de Cardiovasculares,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2539
1985-01-01,1985,Golpe militar em Brasil,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2540
1950-01-01,1950,Pandemia de Parkinson,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2541
2019-01-01,2019,Batalha de Pequim (2019),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2542
2020-01-01,2020,Invasão de Canadá,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2543
2024-01-01,2024,Crise internacional envolvendo Canadá e Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2544
2024-01-01,2024,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2545
2021-01-01,2021,Guerra em Sudeste Asiático (2021),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2546
1994-01-01,1994,Inflação alta em Oceania,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2547
2004-01-01,2004,Lançamento de Drones,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2548
2024-01-01,2024,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2549
2012-01-01,2012,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2550
2014-01-01,2014,Golpe militar em China,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2551
2005-01-01,2005,Teoria revolucionária em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2552
2020-01-01,2020,Crise cambial em Ásia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2553
2022-01-01,2022,Invasão de Itália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2554
1997-01-01,1997,Movimento social em Austrália,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2555
2018-01-01,2018,Guerra em Europa (2018),Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2556
2017-01-01,2017,Inflação alta em Oceania,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2557
2003-01-01,2003,Mudança constitucional em Coreia do Sul,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2558
1990-01-01,1990,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2559
1995-01-01,1995,Dívida soberana de Brasil,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2560
2019-01-01,2019,Batalha de Moscou (2019),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2561
2023-01-01,2023,Invasão de Japão,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2562
2008-01-01,2008,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2563
2019-01-01,2019,Seca prolongada em África,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2564
2013-01-01,2013,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2565
1977-01-01,1977,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2566
2010-01-01,2010,Conflito armado na América do Norte,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2567
2009-01-01,2009,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2568
1999-01-01,1999,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2569
2017-01-01,2017,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2570
2002-01-01,2002,Colapso bancário em Arábia Saudita,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2571
1992-01-01,1992,Golpe militar em Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2572
2007-01-01,2007,Guerra em Europa (2007),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2573
2010-01-01,2010,Avanço tecnológico em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2574
2009-01-01,2009,Furacão Evento_2574 atinge Oceania,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2575
1996-01-01,1996,Movimento social em Arábia Saudita,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2576
1976-01-01,1976,Furacão Evento_2576 atinge América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2577
2006-01-01,2006,Vacina desenvolvida para Malária,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2578
1991-01-01,1991,Invasão de México,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2579
1975-01-01,1975,Crise financeira em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2580
1976-01-01,1976,Avanço tecnológico em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2581
2021-01-01,2021,Recessão econômica global,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2582
2004-01-01,2004,Dívida soberana de Estados Unidos,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2583
2000-01-01,2000,Conflito armado na Oriente Médio,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2584
1997-01-01,1997,Crise cambial em América Central,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2585
1916-01-01,1916,Inflação alta em Europa,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2586
1908-01-01,1908,Novo telescópio: Evento_2586,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2587
2009-01-01,2009,Quebra da bolsa em Berlim,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2588
2022-01-01,2022,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2589
2015-01-01,2015,Novo tratamento médico para Malária,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2590
2000-01-01,2000,Crise cambial em Europa,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2591
1905-01-01,1905,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2592
2019-01-01,2019,Teoria revolucionária em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2593
2016-01-01,2016,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2594
1939-01-01,1939,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2595
2019-01-01,2019,Inundação em Sudeste Asiático,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2596
1905-01-01,1905,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2597
2003-01-01,2003,Incêndio florestal em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2598
2008-01-01,2008,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2599
2018-01-01,2018,Crise cambial em América do Norte,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2600
1993-01-01,1993,Revolução em Canadá,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2601
1996-01-01,1996,Crise internacional envolvendo Reino Unido e Austrália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2602
1957-01-01,1957,Golpe militar em Japão,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2603
1974-01-01,1974,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2604
2010-01-01,2010,Avanço tecnológico em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2605
2024-01-01,2024,Vacina desenvolvida para Câncer,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2606
2004-01-01,2004,Reforma política em Oriente Médio,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2607
2012-01-01,2012,Crise cambial em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2608
1989-01-01,1989,Inundação em Oceania,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2609
2012-01-01,2012,Teoria revolucionária em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2610
2004-01-01,2004,Descoberta sobre Alzheimer,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2611
1991-01-01,1991,Colapso bancário em Rússia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2612
2000-01-01,2000,Independência de Alemanha,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2613
2016-01-01,2016,Eclipse Cardíaca visível em América Central,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2614
1951-01-01,1951,Lançamento de Telefone celular,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2615
2017-01-01,2017,Descoberta sobre Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2616
1996-01-01,1996,Revolução em Japão,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2617
2013-01-01,2013,Quebra da bolsa em Moscou,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2618
1958-01-01,1958,Guerra em Europa (1958),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2619
1973-01-01,1973,Revolução em França,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2620
2001-01-01,2001,Revolução em Japão,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2621
1970-01-01,1970,Batalha de Pequim (1970),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2622
1995-01-01,1995,Programa de saúde pública em Japão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2623
1985-01-01,1985,Mudança constitucional em Espanha,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2624
2015-01-01,2015,Crise financeira em América do Sul,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2625
2012-01-01,2012,Revolução em Reino Unido,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2626
2014-01-01,2014,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2627
1928-01-01,1928,Guerra em Sudeste Asiático (1928),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2628
1981-01-01,1981,Lançamento de Internet,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2629
2010-01-01,2010,Crise cambial em Sudeste Asiático,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2630
2007-01-01,2007,Invasão de Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2631
2015-01-01,2015,Terremoto em Cidade do México,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,2632
2010-01-01,2010,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2633
2014-01-01,2014,Inflação alta em Oceania,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2634
2012-01-01,2012,Batalha de Moscou (2012),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2635
1996-01-01,1996,Crise internacional envolvendo Japão e Reino Unido,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2636
2009-01-01,2009,Dívida soberana de Coreia do Sul,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2637
1984-01-01,1984,Golpe militar em Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2638
2009-01-01,2009,Descoberta científica em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2639
2024-01-01,2024,Teoria revolucionária em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2640
2021-01-01,2021,Batalha de Pequim (2021),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2641
1949-01-01,1949,Revolução em Itália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2642
2021-01-01,2021,Revolução em Canadá,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2643
2016-01-01,2016,Pandemia de Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2644
2019-01-01,2019,Inundação em América do Sul,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2645
1947-01-01,1947,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2646
1989-01-01,1989,Crise internacional envolvendo Canadá e China,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2647
1905-01-01,1905,Crise internacional envolvendo Canadá e Alemanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2648
1993-01-01,1993,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2649
1989-01-01,1989,Crise internacional envolvendo Rússia e Estados Unidos,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2650
2004-01-01,2004,Conflito armado na Sudeste Asiático,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2651
1973-01-01,1973,Teoria revolucionária em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2652
1996-01-01,1996,Reforma política em Sudeste Asiático,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2653
1991-01-01,1991,Crise financeira em Ásia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2654
1991-01-01,1991,Novo tratamento médico para Câncer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2655
2020-01-01,2020,Novo telescópio: Evento_2655,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2656
1942-01-01,1942,Golpe militar em Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2657
2021-01-01,2021,Mudança constitucional em Índia,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2658
2004-01-01,2004,Crise cambial em América do Norte,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2659
2021-01-01,2021,Seca prolongada em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2660
2013-01-01,2013,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2661
1980-01-01,1980,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2662
